Unnamed: 0,Name,Contact Information,Rating,Number of Ratings,Longitude,Latitude,Types,neighborhood
193,Derati Restaurant,011 202 0203,3.7,1331.0,46.58854249999999,24.6368753,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
194,Kudu - Al Rayyan,9200 06999,3.8,1803.0,46.7889345,24.7092575,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",حي الخليج
195,Dominos,9200 12345,3.8,639.0,46.6240752,24.8105963,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
196,Derati Restaurants & Kitchens,9200 08273,3.8,994.0,46.66901430000001,24.5881775,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
197,Hardee's,9200 01213,3.3,827.0,46.6436339,24.6008518,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الخليج
198,KFC,9200 21111,3.5,975.0,46.6441676,24.6004069,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
199,Kudu - Al Malaz,9200 06999,3.9,1944.0,46.72442909999999,24.6663876,"['restaurant', 'meal_delivery', 'meal_takeaway', 'point_of_interest', 'food', 'establishment']",حي الخليج
200,قصر الهند,011 278 2394,3.8,6168.0,46.75289959999999,24.75744370000001,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الخليج
201,Mama Noura,011 266 6623,4.1,11464.0,46.6653609,24.5717473,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
202,Herfy,9200 01111,3.8,1376.0,46.6983362,24.6940569,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
203,Al Romansiah,9200 00144,4.1,8499.0,46.81412389999999,24.7587183,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
204,Al Jalab Restaurant,011 450 7979,4.3,1543.0,46.6870006,24.7337823,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
205,Diet Center - دايت سنتر,9200 17373,4.1,74.0,46.784153,24.681048,"['grocery_or_supermarket', 'restaurant', 'food', 'store', 'point_of_interest', 'health', 'establishment']",حي الخليج
206,Herfy,9200 01111,3.7,380.0,46.6575254,24.7559561,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الخليج
207,KFC,9200 21111,3.6,1452.0,46.7923858,24.6840264,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
208,Kudu - Al Seteen Palace,9200 06999,3.9,2399.0,46.7231741,24.6905735,"['restaurant', 'meal_delivery', 'meal_takeaway', 'point_of_interest', 'food', 'establishment']",حي الخليج
209,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,011 455 9562,3.7,649.0,46.6625465,24.7579306,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
210,Al Saudi Restaurant,9200 09515,3.9,4618.0,46.70311350000001,24.6957429,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
211,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,011 470 7591,3.9,719.0,46.65586740000001,24.7247857,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
212,Burger King - Bin Turkey,,3.7,681.0,46.619087,24.746228,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
213,Al Nafoura Restaurant,011 267 0815,3.3,1007.0,46.6251475,24.5884052,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الخليج
214,KFC,9200 21111,3.6,1311.0,46.713719,24.6382089,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
215,TOKYO,9200 09662,4.3,7203.0,46.68670509999999,24.7181459,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
216,Kudu - Al Wurud,9200 06999,4.0,1024.0,46.6758245,24.7322926,"['restaurant', 'meal_delivery', 'meal_takeaway', 'point_of_interest', 'food', 'establishment']",حي الخليج
217,Sheikh Al-Mandi Restaurant,011 464 4099,3.5,2022.0,46.70186499999999,24.693749,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
218,Subway,,3.7,452.0,46.7834343,24.7289012,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
219,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,011 449 6563,3.9,790.0,46.63085969999999,24.5802744,"['meal_delivery', 'restaurant', 'point_of_interest', 'food', 'establishment']",حي الخليج
220,Herfy,9200 01111,3.8,896.0,46.6736126,24.7609124,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
221,برجر كاسل,011 281 8775,4.1,1057.0,46.6345087,24.714561,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الخليج
222,وايت قاردن,011 462 7799,4.2,4534.0,46.6836945,24.6943084,"['restaurant', 'bar', 'night_club', 'food', 'point_of_interest', 'establishment']",حي الخليج
223,Al Romansiah,9200 00144,4.2,9584.0,46.7069578,24.5620929,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الخليج
224,Burger King - Exit 28,,3.8,1294.0,46.6212052,24.5681274,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
225,Al Tazaj,9200 00765,3.6,4796.0,46.6443952,24.6002206,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
226,McDonald's,800 121 2345,3.9,3568.0,46.794646,24.713222,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
227,McDonald's,800 121 2345,3.7,2042.0,46.640038,24.598766,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
228,Herfy,9200 01111,3.5,746.0,46.675,24.6755556,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
229,Fairmont Riyadh,011 826 2626,4.7,5105.0,46.7182893,24.8082207,"['lodging', 'restaurant', 'point_of_interest', 'food', 'establishment']",حي الخليج
230,Subway,,3.8,341.0,46.65607869999999,24.608878,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
231,KFC,9200 21111,3.8,1219.0,46.6889225,24.62540690000001,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
232,Burger King - Exit 8 Dammam Rd,,3.7,1210.0,46.743149,24.800591,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الخليج
233,Al Romansiah Restaurant - Al Nasseem District,9200 00144,4.2,8154.0,46.81462699999999,24.7335149,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
234,Al Romansiah,9200 00144,4.2,9460.0,46.792399,24.695811,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
235,Herfy,9200 01111,3.6,872.0,46.750084,24.7795459,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الخليج
236,Herfy,9200 01111,3.8,1081.0,46.7975115,24.7809607,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الخليج
237,KFC,9200 21111,3.5,1825.0,46.76440969999999,24.7327532,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
238,Burger King - Rawdah,,3.7,1370.0,46.76226500000001,24.735643,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الخليج
239,Herfy,9200 01111,3.6,1244.0,46.7824895,24.6680854,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
240,فندق ميرا,9200 08155,3.7,1336.0,46.69398469999999,24.7012777,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
241,مركز ماي كار لصيانة السيارات الاوروبية,,3.5,2755.0,46.5764369,24.85175139999999,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
242,Luthan Hotel and Spa,011 480 7799,4.0,423.0,46.6417087,24.7066487,"['spa', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
243,Dining Hall,011 467 5591,3.0,27.0,46.6196551,24.7209893,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الحمراء
244,Sushi Yoshi,011 812 0055,4.0,1721.0,46.7061255,24.7048211,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
245,Najd Village,9200 33511,3.9,11310.0,46.70469529999999,24.7426043,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
246,Wooden Bakery,050 133 8321,4.3,10550.0,46.7226815,24.6941192,"['bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
247,Najd Village,9200 33511,3.8,8468.0,46.66923329999999,24.6976883,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
248,KFC,9200 21111,3.7,2198.0,46.737091,24.59506409999999,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
249,McDonald's,800 121 2345,3.9,2735.0,46.69138399999999,24.570255,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
250,Domino's Pizza,9200 12345,3.8,589.0,46.6049938,24.692347,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
251,Mama Noura,9200 12026,4.3,23691.0,46.70188479999999,24.6916263,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الحمراء
252,Burger King - Al Quds,,3.6,1707.0,46.740762,24.75733899999999,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
253,Derati Restaurant,011 202 0203,3.7,1331.0,46.58854249999999,24.6368753,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
254,Kudu - Al Rayyan,9200 06999,3.8,1803.0,46.7889345,24.7092575,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",حي الحمراء
255,Dominos,9200 12345,3.8,639.0,46.6240752,24.8105963,"['meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",حي الحمراء
256,Derati Restaurants & Kitchens,9200 08273,3.8,994.0,46.66901430000001,24.5881775,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
257,Hardee's,9200 01213,3.3,827.0,46.6436339,24.6008518,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
258,KFC,9200 21111,3.5,975.0,46.6441676,24.6004069,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الحمراء
259,Kudu - Al Malaz,9200 06999,3.9,1944.0,46.72442909999999,24.6663876,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",حي الحمراء
260,قصر الهند,011 278 2394,3.8,6168.0,46.75289959999999,24.75744370000001,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
261,Mama Noura,011 266 6623,4.1,11464.0,46.6653609,24.5717473,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
262,Herfy,9200 01111,3.8,1376.0,46.6983362,24.6940569,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الحمراء
263,Al Jalab Restaurant,011 450 7979,4.3,1543.0,46.6870006,24.7337823,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
264,Al Romansiah,9200 00144,4.1,8499.0,46.81412389999999,24.7587183,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
265,Diet Center - دايت سنتر,9200 17373,4.1,74.0,46.784153,24.681048,"['grocery_or_supermarket', 'health', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
266,Herfy,9200 01111,3.7,380.0,46.6575254,24.7559561,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الحمراء
267,KFC,9200 21111,3.6,1452.0,46.7923858,24.6840264,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
268,Kudu - Al Seteen Palace,9200 06999,3.9,2399.0,46.7231741,24.6905735,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",حي الحمراء
269,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,011 455 9562,3.7,649.0,46.6625465,24.7579306,"['meal_delivery', 'restaurant', 'point_of_interest', 'food', 'establishment']",حي الحمراء
270,Al Saudi Restaurant,9200 09515,3.9,4618.0,46.70311350000001,24.6957429,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
271,Burger King - Bin Turkey,,3.7,681.0,46.619087,24.746228,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
272,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,011 470 7591,3.9,719.0,46.65586740000001,24.7247857,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
273,Al Nafoura Restaurant,011 267 0815,3.3,1007.0,46.6251475,24.5884052,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
274,KFC,9200 21111,3.6,1311.0,46.713719,24.6382089,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
275,TOKYO,9200 09662,4.3,7203.0,46.68670509999999,24.7181459,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الحمراء
276,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,011 449 6563,3.9,790.0,46.63085969999999,24.5802744,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
277,Kudu - Al Wurud,9200 06999,4.0,1024.0,46.6758245,24.7322926,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",حي الحمراء
278,Sheikh Al-Mandi Restaurant,011 464 4099,3.5,2022.0,46.70186499999999,24.693749,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
279,Subway,,3.7,452.0,46.7834343,24.7289012,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الحمراء
280,Herfy,9200 01111,3.8,896.0,46.6736126,24.7609124,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الحمراء
281,برجر كاسل,011 281 8775,4.1,1057.0,46.6345087,24.714561,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
282,Burger King - Exit 28,,3.8,1294.0,46.6212052,24.5681274,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
283,Al Romansiah,9200 00144,4.2,9584.0,46.7069578,24.5620929,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
284,وايت قاردن,011 462 7799,4.2,4534.0,46.6836945,24.6943084,"['restaurant', 'bar', 'night_club', 'point_of_interest', 'food', 'establishment']",حي الحمراء
285,Al Tazaj,9200 00765,3.6,4796.0,46.6443952,24.6002206,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
286,McDonald's,800 121 2345,3.7,2042.0,46.640038,24.598766,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
287,McDonald's,800 121 2345,3.9,3568.0,46.794646,24.713222,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الحمراء
288,Herfy,9200 01111,3.5,746.0,46.675,24.6755556,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
289,Subway,,3.8,341.0,46.65607869999999,24.608878,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
290,Fairmont Riyadh,011 826 2626,4.7,5105.0,46.7182893,24.8082207,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
291,KFC,9200 21111,3.8,1219.0,46.6889225,24.62540690000001,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
292,Burger King - Exit 8 Dammam Rd,,3.7,1210.0,46.743149,24.800591,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الحمراء
293,Al Romansiah Restaurant - Al Nasseem District,9200 00144,4.2,8154.0,46.81462699999999,24.7335149,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الحمراء
294,Herfy,9200 01111,3.6,872.0,46.750084,24.7795459,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الحمراء
295,Al Romansiah,9200 00144,4.2,9460.0,46.792399,24.695811,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الحمراء
296,Herfy,9200 01111,3.8,1081.0,46.7975115,24.7809607,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الحمراء
